CustomerID,Recency,Frequency,Monetary,Cluster,Segment
10097,29,106,8665.78,4,Champions
10098,1,106,8172.7,4,Champions
10099,15,97,9530.69,4,Champions
10100,27,105,8644.18,4,Champions
10101,28,99,6861.26,4,Champions
10102,19,78,6077.65,4,Champions
10103,19,73,6244.11,4,Champions
10104,7,59,5358.48,4,Champions
10105,1,106,8986.2,4,Champions
10106,20,133,9394.02,4,Champions
10107,1,62,4929.01,4,Champions
10108,19,78,5783.83,4,Champions
10109,21,52,5040.16,4,Champions
10110,14,114,9511.07,4,Champions
10111,29,49,3384.02,0,Champions
10112,20,67,5214.48,4,Champions
10113,3,85,6656.56,4,Champions
10114,4,117,8746.87,4,Champions
10115,14,75,4970.07,4,Champions
10116,3,103,9075.59,4,Champions
10117,12,92,7205.65,4,Champions
10118,28,89,7583.85,4,Champions
10119,6,63,4431.2,4,Champions
10120,30,62,5101.7,4,Champions
10121,29,92,7333.27,4,Champions
10122,3,68,4509.96,4,Champions
10123,4,40,3271.35,0,Champions
10124,13,114,8997.36,4,Champions
10125,1,92,7357.31,4,Champions
10126,13,79,6966.46,4,Champions
10127,18,93,7468.02,4,Champions
10128,22,81,5519.89,4,Champions
10129,26,90,7371.61,4,Champions
10130,30,105,8817.24,4,Champions
10131,18,70,5584.56,4,Champions
10132,27,45,4974.2,4,Champions
10133,28,69,5109.05,4,Champions
10134,4,95,7236.28,4,Champions
10135,31,113,9510.22,4,Champions
10136,9,88,7560.83,4,Champions
10137,30,51,4030.49,4,Champions
10138,27,130,9126.64,4,Champions
10139,30,35,3589.65,0,Champions
10140,10,108,9576.38,4,Champions
10141,10,81,7098.71,4,Champions
10142,10,60,3799.47,4,Champions
10143,31,55,4050.35,4,Champions
10144,6,95,8473.62,4,Champions
10145,12,29,1154.76,0,Champions
10146,7,47,2021.93,0,Champions
10147,36,62,2034.27,0,Champions
10148,54,32,811.22,0,Champions
10149,5,47,1795.47,0,Champions
10150,50,25,914.1,0,Champions
10151,36,18,1384.18,0,Champions
10152,9,47,1942.01,0,Champions
10153,36,45,2263.35,0,Champions
10154,51,23,649.19,2,Loyal Customers
10155,9,43,1653.67,0,Champions
10156,52,31,1501.86,0,Champions
10157,16,26,945.56,0,Champions
10158,40,26,1030.91,0,Champions
10159,31,37,1881.75,0,Champions
10160,59,39,1641.06,0,Champions
10161,23,25,1047.47,0,Champions
10162,20,30,1212.83,0,Champions
10163,47,46,1854.5,0,Champions
10164,20,39,1703.83,0,Champions
10165,34,54,1948.71,0,Champions
10166,28,63,2061.56,0,Champions
10167,41,48,1988.11,0,Champions
10168,44,54,1841.04,0,Champions
10169,33,45,1396.01,0,Champions
10170,55,62,1901.69,0,Champions
10171,40,53,2514.31,0,Champions
10172,9,45,1726.45,0,Champions
10173,51,20,1265.72,0,Champions
10174,42,46,2147.86,0,Champions
10175,26,25,984.67,0,Champions
10176,47,34,1445.84,0,Champions
10177,42,50,2055.24,0,Champions
10178,61,29,1421.91,0,Champions
10179,10,48,2012.09,0,Champions
10180,28,59,2070.3,0,Champions
10181,35,45,1729.57,0,Champions
10182,57,43,1595.24,0,Champions
10183,45,28,1086.95,0,Champions
10184,59,26,1235.98,0,Champions
10185,7,40,1079.89,0,Champions
10186,38,38,1709.4,0,Champions
10187,29,33,977.23,0,Champions
10188,5,35,1071.92,0,Champions
10189,46,36,1368.0,0,Champions
10190,20,39,1607.09,0,Champions
10191,56,35,1643.29,0,Champions
10192,17,55,2050.2,0,Champions
10193,33,53,1697.31,0,Champions
10194,9,32,1013.15,0,Champions
10195,44,52,1891.35,0,Champions
10196,49,25,1233.42,0,Champions
10197,37,30,915.72,0,Champions
10198,44,45,1945.03,0,Champions
10199,1,49,1909.2,0,Champions
10200,35,54,1755.81,0,Champions
10201,22,26,807.34,0,Champions
10202,4,51,2033.87,0,Champions
10203,50,27,1418.32,0,Champions
10204,10,45,1637.9,0,Champions
10205,20,31,1108.62,0,Champions
10206,36,30,1211.78,0,Champions
10207,13,45,1960.91,0,Champions
10208,13,40,1972.53,0,Champions
10209,4,61,1934.09,0,Champions
10210,27,20,950.31,2,Loyal Customers
10211,54,25,1251.16,0,Champions
10212,8,25,1084.47,0,Champions
10213,1,28,957.63,0,Champions
10214,20,40,1552.09,0,Champions
10215,18,32,1152.64,0,Champions
10216,57,31,1128.53,0,Champions
10217,12,47,1583.46,0,Champions
10218,61,22,1189.11,0,Champions
10219,5,51,2007.27,0,Champions
10220,30,25,884.91,0,Champions
10221,11,29,929.23,0,Champions
10222,56,44,1776.75,0,Champions
10223,58,39,1530.4,0,Champions
10224,4,38,1562.04,0,Champions
10225,51,34,1405.28,0,Champions
10226,8,33,1265.91,0,Champions
10227,23,48,1979.64,0,Champions
10228,59,25,1191.8,0,Champions
10229,17,51,1995.59,0,Champions
10230,56,34,1148.89,0,Champions
10231,37,54,2087.6,0,Champions
10232,36,55,1663.85,0,Champions
10233,7,26,898.15,0,Champions
10234,15,26,1124.25,0,Champions
10235,16,51,2151.05,0,Champions
10236,38,25,978.38,0,Champions
10237,24,28,1441.23,0,Champions
10238,52,27,994.86,0,Champions
10239,51,41,1285.86,0,Champions
10240,46,37,1534.16,0,Champions
10241,16,61,2193.8,0,Champions
10242,17,29,962.94,0,Champions
10243,8,37,1700.01,0,Champions
10244,23,51,2495.41,0,Champions
10245,58,52,1966.76,0,Champions
10246,25,32,1402.66,0,Champions
10247,52,30,1403.09,0,Champions
10248,21,26,963.85,0,Champions
10249,31,46,1844.9,0,Champions
10250,22,42,1440.49,0,Champions
10251,5,23,863.08,0,Champions
10252,12,28,1230.68,0,Champions
10253,22,48,1807.29,0,Champions
10254,42,50,1847.02,0,Champions
10255,4,57,2104.54,0,Champions
10256,27,53,2184.79,0,Champions
10257,41,30,1262.77,0,Champions
10258,32,45,1984.5,0,Champions
10259,3,47,2139.23,0,Champions
10260,60,34,1728.93,0,Champions
10261,44,24,956.29,0,Champions
10262,1,46,1976.57,0,Champions
10263,30,37,1515.23,0,Champions
10264,6,37,2066.06,0,Champions
10265,19,49,2263.36,0,Champions
10266,34,39,1932.95,0,Champions
10267,54,48,1998.49,0,Champions
10268,19,46,2023.28,0,Champions
10269,45,32,982.96,0,Champions
10270,55,48,2037.68,0,Champions
10271,49,56,1957.44,0,Champions
10272,57,21,1074.12,0,Champions
10273,18,29,1314.22,0,Champions
10274,10,36,1238.97,0,Champions
10275,39,22,816.5,2,Loyal Customers
10276,37,53,2037.25,0,Champions
10277,47,32,1573.62,0,Champions
10278,42,41,1770.61,0,Champions
10279,22,45,2200.84,0,Champions
10280,11,52,2265.31,0,Champions
10281,21,25,867.89,0,Champions
10282,20,43,2172.68,0,Champions
10283,57,26,1331.93,0,Champions
10284,29,58,2122.39,0,Champions
10285,45,57,2241.47,0,Champions
10286,14,21,921.32,2,Loyal Customers
10287,49,33,1413.7,0,Champions
10288,53,44,1740.79,0,Champions
10289,7,57,2147.68,0,Champions
10290,43,41,1678.79,0,Champions
10291,17,36,1034.95,0,Champions
10292,16,34,1771.46,0,Champions
10293,24,35,1493.41,0,Champions
10294,37,47,1803.44,0,Champions
10295,24,33,1365.31,0,Champions
10296,53,31,1272.31,0,Champions
10297,14,31,1021.4,0,Champions
10298,36,60,2246.49,0,Champions
10299,48,43,1679.67,0,Champions
10300,46,43,1774.31,0,Champions
10301,48,41,2057.64,0,Champions
10302,3,36,1533.24,0,Champions
10303,60,32,2337.38,0,Champions
10304,45,26,980.96,0,Champions
10305,32,43,2096.11,0,Champions
10306,58,43,2236.75,0,Champions
10307,51,46,1842.66,0,Champions
10308,37,29,1143.1,0,Champions
10309,43,27,1019.61,0,Champions
10310,26,38,1468.14,0,Champions
10311,4,28,1424.23,0,Champions
10312,34,27,1176.51,0,Champions
10313,58,36,1457.53,0,Champions
10314,50,18,992.68,2,Loyal Customers
10315,45,35,1096.14,0,Champions
10316,51,40,1989.6,0,Champions
10317,46,50,1658.37,0,Champions
10318,24,46,1876.77,0,Champions
10319,19,43,1637.0,0,Champions
10320,16,33,1202.57,0,Champions
10321,22,39,1456.47,0,Champions
10322,61,38,1216.3,0,Champions
10323,38,46,1836.36,0,Champions
10324,30,48,2205.76,0,Champions
10325,4,45,1698.77,0,Champions
10326,61,47,1968.08,0,Champions
10327,45,25,1156.26,0,Champions
10328,44,60,2109.13,0,Champions
10329,14,34,1159.89,0,Champions
10330,57,34,1561.19,0,Champions
10331,54,33,1495.17,0,Champions
10332,10,45,1747.84,0,Champions
10333,57,33,1367.58,0,Champions
10334,32,32,1085.45,0,Champions
10335,31,23,1082.64,0,Champions
10336,31,49,1492.62,0,Champions
10337,27,38,1165.39,0,Champions
10338,25,38,1641.22,0,Champions
10339,25,29,1299.45,0,Champions
10340,22,37,1532.34,0,Champions
10341,42,50,1583.9,0,Champions
10342,27,30,1095.27,0,Champions
10343,9,27,962.12,0,Champions
10344,11,57,2155.97,0,Champions
10345,20,39,1551.98,0,Champions
10346,46,34,949.68,0,Champions
10347,36,28,939.39,0,Champions
10348,59,52,2128.21,0,Champions
10349,53,29,1140.25,0,Champions
10350,51,56,2193.85,0,Champions
10351,2,27,1143.92,0,Champions
10352,31,42,1302.06,0,Champions
10353,44,43,1558.53,0,Champions
10354,12,41,1862.76,0,Champions
10355,17,28,1526.73,0,Champions
10356,29,33,1554.74,0,Champions
10357,50,47,1860.85,0,Champions
10358,54,25,1218.98,0,Champions
10359,21,27,1129.77,0,Champions
10360,47,32,1224.55,0,Champions
10361,40,49,1648.0,0,Champions
10362,20,32,1473.02,0,Champions
10363,27,13,846.72,2,Loyal Customers
10364,25,37,1437.08,0,Champions
10365,41,29,1283.98,0,Champions
10366,37,49,2285.66,0,Champions
10367,61,23,1215.03,0,Champions
10368,6,20,844.3,2,Loyal Customers
10369,15,34,2032.45,0,Champions
10370,10,22,861.88,2,Loyal Customers
10371,5,33,1336.75,0,Champions
10372,55,27,1281.54,0,Champions
10373,26,23,915.47,0,Champions
10374,45,28,889.84,0,Champions
10375,24,53,1816.83,0,Champions
10376,23,51,1936.82,0,Champions
10377,22,31,1334.29,0,Champions
10378,29,30,1240.89,0,Champions
10379,61,30,1111.68,0,Champions
10380,47,38,1813.64,0,Champions
10381,55,49,1806.4,0,Champions
10382,50,42,1939.92,0,Champions
10383,50,54,1961.97,0,Champions
10384,22,60,1669.01,0,Champions
10385,66,13,342.65,2,Loyal Customers
10386,77,10,269.31,2,Loyal Customers
10387,53,24,625.0,2,Loyal Customers
10388,88,19,597.09,2,Loyal Customers
10389,34,8,295.29,2,Loyal Customers
10390,86,5,214.29,2,Loyal Customers
10391,11,21,454.98,2,Loyal Customers
10392,90,20,468.08,2,Loyal Customers
10393,65,20,715.57,2,Loyal Customers
10394,42,9,246.59,2,Loyal Customers
10395,30,9,404.4,2,Loyal Customers
10396,37,17,611.43,2,Loyal Customers
10397,17,6,268.0,2,Loyal Customers
10398,66,17,566.1,2,Loyal Customers
10399,71,10,497.54,2,Loyal Customers
10400,66,23,690.74,2,Loyal Customers
10401,24,7,308.68,2,Loyal Customers
10402,13,22,705.8,2,Loyal Customers
10403,28,19,486.62,2,Loyal Customers
10404,86,17,518.6,2,Loyal Customers
10405,32,20,538.82,2,Loyal Customers
10406,47,23,737.08,2,Loyal Customers
10407,89,13,366.22,2,Loyal Customers
10408,28,16,383.43,2,Loyal Customers
10409,38,17,359.65,2,Loyal Customers
10410,71,9,421.27,2,Loyal Customers
10411,85,8,363.67,2,Loyal Customers
10412,76,12,555.39,2,Loyal Customers
10413,72,18,451.13,2,Loyal Customers
10414,40,18,478.08,2,Loyal Customers
10415,87,13,512.81,2,Loyal Customers
10416,64,29,609.84,2,Loyal Customers
10417,38,12,392.8,2,Loyal Customers
10418,71,11,362.41,2,Loyal Customers
10419,88,20,594.64,2,Loyal Customers
10420,61,13,479.75,2,Loyal Customers
10421,70,7,339.93,2,Loyal Customers
10422,79,12,377.91,2,Loyal Customers
10423,32,25,626.3,2,Loyal Customers
10424,61,19,914.31,2,Loyal Customers
10425,27,24,688.89,2,Loyal Customers
10426,79,27,664.37,2,Loyal Customers
10427,37,9,198.28,2,Loyal Customers
10428,73,15,535.7,2,Loyal Customers
10429,81,16,428.31,2,Loyal Customers
10430,31,9,415.35,2,Loyal Customers
10431,91,18,386.76,2,Loyal Customers
10432,50,20,511.05,2,Loyal Customers
10433,59,17,436.14,2,Loyal Customers
10434,40,17,659.55,2,Loyal Customers
10435,57,11,284.3,2,Loyal Customers
10436,55,23,560.97,2,Loyal Customers
10437,89,14,283.4,2,Loyal Customers
10438,23,9,496.56,2,Loyal Customers
10439,16,27,575.7,2,Loyal Customers
10440,16,26,724.47,0,Champions
10441,37,13,403.14,2,Loyal Customers
10442,27,10,328.46,2,Loyal Customers
10443,60,24,709.24,2,Loyal Customers
10444,76,21,670.81,2,Loyal Customers
10445,82,14,340.12,2,Loyal Customers
10446,27,14,461.99,2,Loyal Customers
10447,80,9,284.38,2,Loyal Customers
10448,16,15,551.42,2,Loyal Customers
10449,40,22,503.1,2,Loyal Customers
10450,79,26,896.94,0,Champions
10451,19,25,349.99,2,Loyal Customers
10452,61,20,544.01,2,Loyal Customers
10453,55,25,589.45,2,Loyal Customers
10454,33,8,235.22,2,Loyal Customers
10455,52,16,612.56,2,Loyal Customers
10456,66,18,494.85,2,Loyal Customers
10457,27,14,616.76,2,Loyal Customers
10458,41,20,462.83,2,Loyal Customers
10459,39,22,638.77,2,Loyal Customers
10460,59,19,500.66,2,Loyal Customers
10461,51,15,456.99,2,Loyal Customers
10462,43,30,654.93,0,Champions
10463,66,16,626.63,2,Loyal Customers
10464,90,18,627.44,2,Loyal Customers
10465,74,15,373.26,2,Loyal Customers
10466,67,20,563.81,2,Loyal Customers
10467,24,24,623.22,2,Loyal Customers
10468,44,23,693.87,2,Loyal Customers
10469,87,22,625.19,2,Loyal Customers
10470,20,14,319.63,2,Loyal Customers
10471,80,9,209.44,2,Loyal Customers
10472,18,17,466.03,2,Loyal Customers
10473,71,10,399.11,2,Loyal Customers
10474,37,16,389.49,2,Loyal Customers
10475,59,26,521.4,2,Loyal Customers
10476,43,27,572.62,2,Loyal Customers
10477,80,23,597.65,2,Loyal Customers
10478,72,14,336.18,2,Loyal Customers
10479,20,15,344.22,2,Loyal Customers
10480,71,15,407.75,2,Loyal Customers
10481,14,8,249.49,2,Loyal Customers
10482,24,21,502.46,2,Loyal Customers
10483,43,21,600.34,2,Loyal Customers
10484,91,13,299.72,2,Loyal Customers
10485,84,18,367.89,2,Loyal Customers
10486,55,19,599.67,2,Loyal Customers
10487,19,10,287.42,2,Loyal Customers
10488,74,7,229.62,2,Loyal Customers
10489,27,21,673.08,2,Loyal Customers
10490,91,10,348.41,2,Loyal Customers
10491,27,12,337.9,2,Loyal Customers
10492,65,19,449.01,2,Loyal Customers
10493,38,22,697.09,2,Loyal Customers
10494,45,15,527.21,2,Loyal Customers
10495,47,19,661.04,2,Loyal Customers
10496,74,15,434.46,2,Loyal Customers
10497,42,20,734.17,2,Loyal Customers
10498,22,17,596.49,2,Loyal Customers
10499,43,8,325.31,2,Loyal Customers
10500,64,10,242.99,2,Loyal Customers
10501,41,21,505.52,2,Loyal Customers
10502,42,17,813.55,2,Loyal Customers
10503,49,24,736.32,2,Loyal Customers
10504,15,13,401.71,2,Loyal Customers
10505,55,9,445.26,2,Loyal Customers
10506,22,12,579.05,2,Loyal Customers
10507,25,11,320.7,2,Loyal Customers
10508,73,8,195.98,2,Loyal Customers
10509,21,19,464.98,2,Loyal Customers
10510,41,20,487.29,2,Loyal Customers
10511,90,11,420.64,2,Loyal Customers
10512,55,12,256.09,2,Loyal Customers
10513,39,13,471.8,2,Loyal Customers
10514,59,16,560.2,2,Loyal Customers
10515,60,7,177.01,2,Loyal Customers
10516,15,8,213.07,2,Loyal Customers
10517,15,11,384.22,2,Loyal Customers
10518,65,19,437.41,2,Loyal Customers
10519,27,26,576.68,2,Loyal Customers
10520,70,25,670.52,2,Loyal Customers
10521,23,18,709.01,2,Loyal Customers
10522,70,25,818.06,2,Loyal Customers
10523,40,22,789.93,2,Loyal Customers
10524,78,23,625.17,2,Loyal Customers
10525,14,24,533.58,2,Loyal Customers
10526,42,11,277.4,2,Loyal Customers
10527,63,11,703.29,2,Loyal Customers
10528,71,16,784.32,2,Loyal Customers
10529,76,13,605.8,2,Loyal Customers
10530,39,18,665.18,2,Loyal Customers
10531,23,24,863.65,0,Champions
10532,58,20,512.36,2,Loyal Customers
10533,76,21,554.77,2,Loyal Customers
10534,78,16,340.74,2,Loyal Customers
10535,66,22,633.04,2,Loyal Customers
10536,69,18,607.63,2,Loyal Customers
10537,83,17,488.83,2,Loyal Customers
10538,29,9,397.8,2,Loyal Customers
10539,67,11,238.28,2,Loyal Customers
10540,79,21,595.93,2,Loyal Customers
10541,85,14,370.15,2,Loyal Customers
10542,34,13,311.28,2,Loyal Customers
10543,45,10,209.14,2,Loyal Customers
10544,11,18,445.08,2,Loyal Customers
10545,29,24,652.84,2,Loyal Customers
10546,77,22,503.14,2,Loyal Customers
10547,54,7,218.54,2,Loyal Customers
10548,61,24,934.41,0,Champions
10549,40,16,452.43,2,Loyal Customers
10550,88,15,335.64,2,Loyal Customers
10551,88,13,626.31,2,Loyal Customers
10552,81,21,801.46,2,Loyal Customers
10553,15,10,360.38,2,Loyal Customers
10554,33,30,772.49,0,Champions
10555,68,21,526.01,2,Loyal Customers
10556,24,22,754.3,2,Loyal Customers
10557,36,10,311.51,2,Loyal Customers
10558,21,19,720.61,2,Loyal Customers
10559,50,14,833.27,2,Loyal Customers
10560,35,23,531.61,2,Loyal Customers
10561,46,11,284.36,2,Loyal Customers
10562,60,22,454.22,2,Loyal Customers
10563,13,4,374.77,2,Loyal Customers
10564,64,28,661.4,2,Loyal Customers
10565,47,20,637.23,2,Loyal Customers
10566,45,16,785.46,2,Loyal Customers
10567,47,13,235.49,2,Loyal Customers
10568,35,10,517.72,2,Loyal Customers
10569,29,18,604.53,2,Loyal Customers
10570,82,18,693.55,2,Loyal Customers
10571,53,9,338.52,2,Loyal Customers
10572,23,25,539.48,2,Loyal Customers
10573,63,8,260.34,2,Loyal Customers
10574,54,15,288.88,2,Loyal Customers
10575,78,15,570.2,2,Loyal Customers
10576,16,21,478.77,2,Loyal Customers
10577,22,11,243.4,2,Loyal Customers
10578,37,11,460.42,2,Loyal Customers
10579,32,31,654.65,0,Champions
10580,28,16,503.26,2,Loyal Customers
10581,52,9,256.69,2,Loyal Customers
10582,62,27,660.31,2,Loyal Customers
10583,90,23,631.49,2,Loyal Customers
10584,28,10,359.44,2,Loyal Customers
10585,38,16,686.26,2,Loyal Customers
10586,40,26,636.79,2,Loyal Customers
10587,31,15,590.09,2,Loyal Customers
10588,33,19,501.13,2,Loyal Customers
10589,75,8,275.08,2,Loyal Customers
10590,37,16,552.73,2,Loyal Customers
10591,55,15,519.5,2,Loyal Customers
10592,52,26,683.38,2,Loyal Customers
10593,34,11,346.39,2,Loyal Customers
10594,36,18,447.99,2,Loyal Customers
10595,20,14,450.13,2,Loyal Customers
10596,78,19,543.02,2,Loyal Customers
10597,54,18,474.61,2,Loyal Customers
10598,27,18,493.74,2,Loyal Customers
10599,63,20,631.2,2,Loyal Customers
10600,38,24,724.4,2,Loyal Customers
10601,257,25,1015.49,3,At Risk
10602,275,37,1201.67,3,At Risk
10603,274,16,574.52,3,At Risk
10604,214,30,1263.01,3,At Risk
10605,265,22,834.78,3,At Risk
10606,128,22,607.96,2,Loyal Customers
10607,141,10,506.92,2,Loyal Customers
10608,279,36,1436.89,3,At Risk
10609,236,36,1262.95,3,At Risk
10610,163,11,570.11,2,Loyal Customers
10611,180,21,1300.95,3,At Risk
10612,263,35,1243.86,3,At Risk
10613,169,30,1308.2,3,At Risk
10614,287,16,481.67,3,At Risk
10615,247,34,1337.6,3,At Risk
10616,270,40,1214.61,3,At Risk
10617,156,35,1052.95,3,At Risk
10618,229,19,614.74,3,At Risk
10619,223,23,829.84,3,At Risk
10620,188,28,1329.18,3,At Risk
10621,175,14,606.9,3,At Risk
10622,121,19,994.21,2,Loyal Customers
10623,148,38,1615.01,3,At Risk
10624,186,22,1062.6,3,At Risk
10625,301,37,1651.72,3,At Risk
10626,249,8,554.23,3,At Risk
10627,176,17,619.39,3,At Risk
10628,291,24,825.49,3,At Risk
10629,212,12,590.13,3,At Risk
10630,180,21,793.46,3,At Risk
10631,121,24,676.72,2,Loyal Customers
10632,193,31,1074.11,3,At Risk
10633,210,14,683.18,3,At Risk
10634,286,27,971.49,3,At Risk
10635,297,25,981.35,3,At Risk
10636,292,29,1176.25,3,At Risk
10637,177,24,751.67,3,At Risk
10638,216,11,391.75,3,At Risk
10639,214,16,766.29,3,At Risk
10640,284,33,1252.67,3,At Risk
10641,134,27,971.91,3,At Risk
10642,187,22,1254.86,3,At Risk
10643,291,27,1208.34,3,At Risk
10644,201,32,1061.68,3,At Risk
10645,163,18,602.11,3,At Risk
10646,235,17,496.02,3,At Risk
10647,282,30,1738.69,3,At Risk
10648,290,18,837.41,3,At Risk
10649,280,26,1067.25,3,At Risk
10650,268,29,1172.44,3,At Risk
10651,220,38,1430.01,3,At Risk
10652,229,33,1500.61,3,At Risk
10653,232,14,488.79,3,At Risk
10654,142,14,453.28,2,Loyal Customers
10655,206,13,693.79,3,At Risk
10656,168,36,1475.29,3,At Risk
10657,256,36,1653.15,3,At Risk
10658,162,15,534.65,3,At Risk
10659,136,13,610.49,2,Loyal Customers
10660,242,6,368.52,1,Lost / Hibernating
10661,131,35,1577.64,0,Champions
10662,241,39,1788.4,3,At Risk
10663,150,17,789.07,3,At Risk
10664,157,22,1078.75,3,At Risk
10665,206,16,1006.85,3,At Risk
10666,156,34,1413.33,3,At Risk
10667,247,34,1085.5,3,At Risk
10668,124,19,1012.48,2,Loyal Customers
10669,155,8,622.63,2,Loyal Customers
10670,124,21,1205.51,3,At Risk
10671,146,12,412.76,2,Loyal Customers
10672,208,23,903.51,3,At Risk
10673,261,14,512.87,3,At Risk
10674,283,13,437.85,3,At Risk
10675,176,15,429.6,3,At Risk
10676,227,40,1521.86,3,At Risk
10677,177,43,1491.08,3,At Risk
10678,218,18,453.49,3,At Risk
10679,207,29,1335.5,3,At Risk
10680,213,30,1456.17,3,At Risk
10681,277,27,1112.66,3,At Risk
10682,233,34,1111.66,3,At Risk
10683,143,32,1500.82,3,At Risk
10684,139,33,1309.87,3,At Risk
10685,266,17,1326.73,3,At Risk
10686,148,14,672.54,2,Loyal Customers
10687,180,35,1439.13,3,At Risk
10688,285,35,1521.11,3,At Risk
10689,292,43,1334.19,3,At Risk
10690,171,39,1540.53,3,At Risk
10691,181,28,1298.76,3,At Risk
10692,230,20,1149.2,3,At Risk
10693,164,37,1101.8,3,At Risk
10694,237,29,1228.5,3,At Risk
10695,187,15,681.05,3,At Risk
10696,156,17,866.27,3,At Risk
10697,170,21,615.25,3,At Risk
10698,206,20,565.32,3,At Risk
10699,271,33,1345.97,3,At Risk
10700,295,29,1161.97,3,At Risk
10701,272,30,1225.9,3,At Risk
10702,256,21,700.94,3,At Risk
10703,197,29,1247.2,3,At Risk
10704,198,24,1180.68,3,At Risk
10705,153,43,1523.06,3,At Risk
10706,150,9,627.48,2,Loyal Customers
10707,150,30,1531.77,3,At Risk
10708,301,14,661.24,3,At Risk
10709,180,16,920.51,3,At Risk
10710,128,14,598.76,2,Loyal Customers
10711,264,31,1343.22,3,At Risk
10712,131,27,1356.12,3,At Risk
10713,273,12,643.55,3,At Risk
10714,218,20,667.88,3,At Risk
10715,124,36,1721.78,0,Champions
10716,219,25,941.11,3,At Risk
10717,252,27,1226.01,3,At Risk
10718,214,21,883.91,3,At Risk
10719,159,16,565.52,3,At Risk
10720,154,10,621.4,2,Loyal Customers
10721,154,21,804.52,3,At Risk
10722,181,16,662.99,3,At Risk
10723,206,22,822.63,3,At Risk
10724,234,29,957.38,3,At Risk
10725,284,15,578.42,3,At Risk
10726,269,18,966.35,3,At Risk
10727,205,8,486.69,3,At Risk
10728,133,31,1123.25,3,At Risk
10729,206,30,1043.27,3,At Risk
10730,250,9,623.5,3,At Risk
10731,231,9,418.98,3,At Risk
10732,253,29,1326.89,3,At Risk
10733,162,16,668.58,3,At Risk
